TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped,Hop_Count,Hop_Per_Particle
70,4.8554e+29,1.6582e+29,3.1063e+29,2.2290e+27,6.8630e+27,1.1238e+29,5.3434e+28,1.6167e+29,1.4896e+29,1.1870e+27,1.0420e+27,3.4330e+27,3.4300e+27,34.2,64.0,0.5,1.4,4.8567e+29,4.7181e+29,7.9700e+27,5.8870e+27,2.7664e+28,0.0000e+00,97.1,1.6,1.2,5.0299e+28,0.1036
71,4.8537e+29,1.6857e+29,3.0774e+29,2.2030e+27,6.8540e+27,1.1559e+29,5.2982e+28,1.6119e+29,1.4655e+29,1.1500e+27,1.0530e+27,3.4180e+27,3.4360e+27,34.7,63.4,0.5,1.4,4.8557e+29,4.7180e+29,7.8790e+27,5.8860e+27,2.7479e+28,0.0000e+00,97.2,1.6,1.2,4.8977e+28,0.1009
72,4.8995e+29,1.7288e+29,3.0795e+29,2.2220e+27,6.8950e+27,1.1976e+29,5.3114e+28,1.6346e+29,1.4449e+29,1.1820e+27,1.0400e+27,3.4430e+27,3.4520e+27,35.3,62.9,0.5,1.4,4.8994e+29,4.7580e+29,8.1320e+27,6.0070e+27,2.7445e+28,0.0000e+00,97.1,1.7,1.2,4.8778e+28,0.0996
73,4.8867e+29,1.7550e+29,3.0407e+29,2.2460e+27,6.8480e+27,1.2260e+29,5.2905e+28,1.6191e+29,1.4216e+29,1.1690e+27,1.0770e+27,3.4010e+27,3.4470e+27,35.9,62.2,0.5,1.4,4.8868e+29,4.7466e+29,7.9230e+27,6.1030e+27,2.7098e+28,0.0000e+00,97.1,1.6,1.2,4.7983e+28,0.0982
74,4.9357e+29,1.7920e+29,3.0525e+29,2.2330e+27,6.8870e+27,1.2634e+29,5.2867e+28,1.6264e+29,1.4261e+29,1.1730e+27,1.0600e+27,3.3950e+27,3.4920e+27,36.3,61.8,0.5,1.4,4.9374e+29,4.7986e+29,7.8540e+27,6.0270e+27,2.7055e+28,0.0000e+00,97.2,1.6,1.2,4.7418e+28,0.0960
75,4.9531e+29,1.8236e+29,3.0379e+29,2.2940e+27,6.8750e+27,1.3005e+29,5.2309e+28,1.6391e+29,1.3988e+29,1.1810e+27,1.1130e+27,3.4200e+27,3.4550e+27,36.8,61.3,0.5,1.4,4.9514e+29,4.8130e+29,7.7440e+27,6.0990e+27,2.6856e+28,0.0000e+00,97.2,1.6,1.2,4.6734e+28,0.0944
76,4.9767e+29,1.8511e+29,3.0340e+29,2.2800e+27,6.8800e+27,1.3304e+29,5.2063e+28,1.6509e+29,1.3832e+29,1.1590e+27,1.1210e+27,3.4670e+27,3.4130e+27,37.2,61.0,0.5,1.4,4.9772e+29,4.8373e+29,7.8310e+27,6.1580e+27,2.6654e+28,0.0000e+00,97.2,1.6,1.2,4.6511e+28,0.0934
77,5.0308e+29,1.8893e+29,3.0503e+29,2.2150e+27,6.9080e+27,1.3684e+29,5.2094e+28,1.6752e+29,1.3751e+29,1.1360e+27,1.0790e+27,3.5060e+27,3.4020e+27,37.6,60.6,0.4,1.4,5.0310e+29,4.8915e+29,7.7750e+27,6.1800e+27,2.6596e+28,0.0000e+00,97.2,1.5,1.2,4.6478e+28,0.0924
78,5.0111e+29,1.9143e+29,3.0056e+29,2.2590e+27,6.8620e+27,1.4000e+29,5.1436e+28,1.6642e+29,1.3414e+29,1.1880e+27,1.0710e+27,3.4520e+27,3.4100e+27,38.2,60.0,0.5,1.4,5.0124e+29,4.8739e+29,7.7080e+27,6.1440e+27,2.6243e+28,0.0000e+00,97.2,1.5,1.2,4.4847e+28,0.0895
79,5.0553e+29,1.9561e+29,3.0071e+29,2.3210e+27,6.8910e+27,1.4417e+29,5.1438e+28,1.6861e+29,1.3210e+29,1.1870e+27,1.1340e+27,3.4840e+27,3.4070e+27,38.7,59.5,0.5,1.4,5.0552e+29,4.9138e+29,7.8150e+27,6.3240e+27,2.6178e+28,0.0000e+00,97.2,1.5,1.3,4.4508e+28,0.0880
80,5.0726e+29,1.9844e+29,2.9967e+29,2.2710e+27,6.8790e+27,1.4757e+29,5.0869e+28,1.7013e+29,1.2954e+29,1.2160e+27,1.0550e+27,3.4220e+27,3.4570e+27,39.1,59.1,0.4,1.4,5.0746e+29,4.9355e+29,7.5840e+27,6.3230e+27,2.5966e+28,0.0000e+00,97.3,1.5,1.2,4.4305e+28,0.0873
81,5.1421e+29,2.0267e+29,3.0234e+29,2.2880e+27,6.9160e+27,1.5164e+29,5.1027e+28,1.7163e+29,1.3071e+29,1.1280e+27,1.1600e+27,3.4820e+27,3.4340e+27,39.4,58.8,0.4,1.3,5.1412e+29,5.0001e+29,7.8370e+27,6.2810e+27,2.5890e+28,0.0000e+00,97.3,1.5,1.2,4.3384e+28,0.0844
82,5.1253e+29,2.0462e+29,2.9863e+29,2.4020e+27,6.8680e+27,1.5432e+29,5.0302e+28,1.7122e+29,1.2742e+29,1.2120e+27,1.1900e+27,3.4400e+27,3.4280e+27,39.9,58.3,0.5,1.3,5.1262e+29,4.9863e+29,7.7830e+27,6.2080e+27,2.5537e+28,0.0000e+00,97.3,1.5,1.2,4.2240e+28,0.0824
83,5.1987e+29,2.0802e+29,3.0260e+29,2.3560e+27,6.8980e+27,1.5793e+29,5.0087e+28,1.7461e+29,1.2798e+29,1.2320e+27,1.1240e+27,3.5130e+27,3.3850e+27,40.0,58.2,0.5,1.3,5.1964e+29,5.0554e+29,7.8920e+27,6.2070e+27,2.5456e+28,0.0000e+00,97.3,1.5,1.2,4.2564e+28,0.0819
84,5.2441e+29,2.1361e+29,3.0139e+29,2.4820e+27,6.9250e+27,1.6174e+29,5.1866e+28,1.6603e+29,1.3536e+29,1.3410e+27,1.1410e+27,3.4980e+27,3.4270e+27,40.7,57.5,0.5,1.3,5.2453e+29,5.1030e+29,7.8060e+27,6.4280e+27,2.5368e+28,0.0000e+00,97.3,1.5,1.2,4.1254e+28,0.0786
85,5.2697e+29,2.1833e+29,2.9934e+29,2.4170e+27,6.8840e+27,1.6681e+29,5.1522e+28,1.6616e+29,1.3318e+29,1.3420e+27,1.0750e+27,3.4040e+27,3.4800e+27,41.4,56.8,0.5,1.3,5.2685e+29,5.1266e+29,7.6870e+27,6.5020e+27,2.5015e+28,0.0000e+00,97.3,1.5,1.2,4.0857e+28,0.0775
86,5.3497e+29,2.2516e+29,3.0054e+29,2.3630e+27,6.9030e+27,1.7337e+29,5.1794e+28,1.6888e+29,1.3166e+29,1.2650e+27,1.0980e+27,3.3950e+27,3.5080e+27,42.1,56.2,0.4,1.3,5.3493e+29,5.2064e+29,7.7400e+27,6.5570e+27,2.4924e+28,0.0000e+00,97.3,1.4,1.2,3.9989e+28,0.0748
87,5.4235e+29,2.3154e+29,3.0144e+29,2.4410e+27,6.9330e+27,1.7946e+29,5.2079e+28,1.6936e+29,1.3208e+29,1.2980e+27,1.1430e+27,3.3990e+27,3.5340e+27,42.7,55.6,0.5,1.3,5.4235e+29,5.2783e+29,7.8190e+27,6.7010e+27,2.4826e+28,0.0000e+00,97.3,1.4,1.2,3.9845e+28,0.0735
88,5.4146e+29,2.3512e+29,2.9706e+29,2.3990e+27,6.8860e+27,1.8406e+29,5.1058e+28,1.6899e+29,1.2807e+29,1.3040e+27,1.0950e+27,3.4900e+27,3.3960e+27,43.4,54.9,0.4,1.3,5.4145e+29,5.2717e+29,7.7020e+27,6.5750e+27,2.4475e+28,0.0000e+00,97.4,1.4,1.2,3.9388e+28,0.0727
89,5.5354e+29,2.4358e+29,3.0051e+29,2.5170e+27,6.9350e+27,1.9228e+29,5.1292e+28,1.7285e+29,1.2767e+29,1.3410e+27,1.1760e+27,3.5040e+27,3.4310e+27,44.0,54.3,0.5,1.3,5.5332e+29,5.3851e+29,8.0290e+27,6.7850e+27,2.4497e+28,0.0000e+00,97.3,1.5,1.2,3.8785e+28,0.0701
90,5.5419e+29,2.4662e+29,2.9818e+29,2.4870e+27,6.9050e+27,1.9600e+29,5.0617e+28,1.7412e+29,1.2407e+29,1.2840e+27,1.2030e+27,3.4460e+27,3.4590e+27,44.5,53.8,0.4,1.2,5.5427e+29,5.3962e+29,7.8670e+27,6.7790e+27,2.4147e+28,0.0000e+00,97.4,1.4,1.2,3.7684e+28,0.0680
91,5.6590e+29,2.5361e+29,3.0289e+29,2.4840e+27,6.9080e+27,2.0273e+29,5.0882e+28,1.7970e+29,1.2319e+29,1.3200e+27,1.1640e+27,3.4640e+27,3.4440e+27,44.8,53.5,0.4,1.2,5.6559e+29,5.5099e+29,7.9550e+27,6.6470e+27,2.4041e+28,0.0000e+00,97.4,1.4,1.2,3.7764e+28,0.0668
92,5.7234e+29,2.5946e+29,3.0336e+29,2.5850e+27,6.9310e+27,2.0902e+29,5.0439e+28,1.8245e+29,1.2090e+29,1.3710e+27,1.2140e+27,3.5220e+27,3.4090e+27,45.3,53.0,0.5,1.2,5.7252e+29,5.5743e+29,8.0740e+27,7.0140e+27,2.3930e+28,0.0000e+00,97.4,1.4,1.2,3.6865e+28,0.0644
93,5.8143e+29,2.6467e+29,3.0721e+29,2.6190e+27,6.9250e+27,2.1412e+29,5.0550e+28,1.8712e+29,1.2009e+29,1.3610e+27,1.2580e+27,3.4300e+27,3.4950e+27,45.5,52.8,0.5,1.2,5.8122e+29,5.6631e+29,8.1480e+27,6.7650e+27,2.3700e+28,0.0000e+00,97.4,1.4,1.2,3.6613e+28,0.0630
94,5.8579e+29,2.6891e+29,3.0749e+29,2.4780e+27,6.9040e+27,2.1885e+29,5.0064e+28,1.8904e+29,1.1845e+29,1.2830e+27,1.1950e+27,3.5160e+27,3.3880e+27,45.9,52.5,0.4,1.2,5.8578e+29,5.7085e+29,8.1280e+27,6.8060e+27,2.3470e+28,0.0000e+00,97.5,1.4,1.2,3.5843e+28,0.0612
95,5.9354e+29,2.7435e+29,3.0968e+29,2.5780e+27,6.9350e+27,2.2489e+29,4.9455e+28,1.9289e+29,1.1679e+29,1.3340e+27,1.2440e+27,3.4710e+27,3.4640e+27,46.2,52.2,0.4,1.2,5.9357e+29,5.7840e+29,8.3730e+27,6.8010e+27,2.3355e+28,0.0000e+00,97.4,1.4,1.1,3.5169e+28,0.0592
96,5.9769e+29,2.7893e+29,3.0914e+29,2.6990e+27,6.9210e+27,2.2818e+29,5.0750e+28,1.8669e+29,1.2245e+29,1.5500e+27,1.1490e+27,3.4450e+27,3.4760e+27,46.7,51.7,0.5,1.2,5.9738e+29,5.8242e+29,8.2610e+27,6.6940e+27,2.3125e+28,0.0000e+00,97.5,1.4,1.1,3.4562e+28,0.0579
97,6.1061e+29,2.8804e+29,3.1289e+29,2.7400e+27,6.9350e+27,2.3621e+29,5.1829e+28,1.8845e+29,1.2445e+29,1.5360e+27,1.2040e+27,3.5080e+27,3.4270e+27,47.2,51.2,0.4,1.1,6.1069e+29,5.9549e+29,8.4220e+27,6.7770e+27,2.3006e+28,0.0000e+00,97.5,1.4,1.1,3.4127e+28,0.0559
98,6.2031e+29,2.9593e+29,3.1475e+29,2.6680e+27,6.9550e+27,2.4411e+29,5.1819e+28,1.9222e+29,1.2253e+29,1.4890e+27,1.1790e+27,3.4960e+27,3.4590e+27,47.7,50.7,0.4,1.1,6.2001e+29,6.0499e+29,8.2900e+27,6.7290e+27,2.2883e+28,0.0000e+00,97.6,1.3,1.1,3.4138e+28,0.0551
99,6.2714e+29,3.0296e+29,3.1452e+29,2.7310e+27,6.9290e+27,2.5134e+29,5.1621e+28,1.9404e+29,1.2048e+29,1.5560e+27,1.1750e+27,3.5280e+27,3.4010e+27,48.3,50.2,0.4,1.1,6.2729e+29,6.1180e+29,8.5070e+27,6.9790e+27,2.2652e+28,0.0000e+00,97.5,1.4,1.1,3.4075e+28,0.0543
100,6.3352e+29,3.0990e+29,3.1404e+29,2.6560e+27,6.9260e+27,2.5843e+29,5.1476e+28,1.9581e+29,1.1823e+29,1.5270e+27,1.1290e+27,3.4270e+27,3.4990e+27,48.9,49.6,0.4,1.1,6.3342e+29,6.1819e+29,8.4980e+27,6.7410e+27,2.2423e+28,0.0000e+00,97.6,1.3,1.1,3.4109e+28,0.0538
101,6.4191e+29,3.1772e+29,3.1452e+29,2.7120e+27,6.9590e+27,2.6668e+29,5.1032e+28,1.9814e+29,1.1638e+29,1.4940e+27,1.2180e+27,3.4850e+27,3.4740e+27,49.5,49.0,0.4,1.1,6.4160e+29,6.2630e+29,8.4690e+27,6.8320e+27,2.2299e+28,0.0000e+00,97.6,1.3,1.1,3.3932e+28,0.0529
102,6.5343e+29,3.2623e+29,3.1746e+29,2.7900e+27,6.9500e+27,2.7491e+29,5.1324e+28,2.0393e+29,1.1352e+29,1.5430e+27,1.2470e+27,3.5180e+27,3.4320e+27,49.9,48.6,0.4,1.1,6.5352e+29,6.3826e+29,8.5160e+27,6.7450e+27,2.2173e+28,0.0000e+00,97.7,1.3,1.0,3.3877e+28,0.0518
103,6.6438e+29,3.3296e+29,3.2162e+29,2.8370e+27,6.9530e+27,2.8197e+29,5.0988e+28,2.0962e+29,1.1201e+29,1.5220e+27,1.3150e+27,3.4450e+27,3.5080e+27,50.1,48.4,0.4,1.0,6.6432e+29,6.4855e+29,8.9490e+27,6.8240e+27,2.2045e+28,0.0000e+00,97.6,1.3,1.0,3.3369e+28,0.0502
104,6.7342e+29,3.3753e+29,3.2613e+29,2.8430e+27,6.9150e+27,2.8713e+29,5.0400e+28,2.1514e+29,1.1099e+29,1.5470e+27,1.2960e+27,3.4270e+27,3.4880e+27,50.1,48.4,0.4,1.0,6.7335e+29,6.5775e+29,8.8160e+27,6.7920e+27,2.1718e+28,0.0000e+00,97.7,1.3,1.0,3.3304e+28,0.0495
105,6.8609e+29,3.4603e+29,3.3016e+29,2.9250e+27,6.9680e+27,2.9513e+29,5.0905e+28,2.1912e+29,1.1105e+29,1.5980e+27,1.3270e+27,3.4760e+27,3.4920e+27,50.4,48.1,0.4,1.0,6.8579e+29,6.6987e+29,9.0100e+27,6.9170e+27,2.1688e+28,0.0000e+00,97.7,1.3,1.0,3.3382e+28,0.0487
106,6.9921e+29,3.5338e+29,3.3588e+29,2.9960e+27,6.9550e+27,3.0090e+29,5.2479e+28,2.1828e+29,1.1760e+29,1.7490e+27,1.2470e+27,3.5220e+27,3.4330e+27,50.5,48.0,0.4,1.0,6.9899e+29,6.8302e+29,9.2050e+27,6.7640e+27,2.1462e+28,0.0000e+00,97.7,1.3,1.0,3.3125e+28,0.0474
107,7.1301e+29,3.6355e+29,3.3953e+29,2.9640e+27,6.9660e+27,3.1049e+29,5.3057e+28,2.2374e+29,1.1579e+29,1.7090e+27,1.2550e+27,3.4710e+27,3.4950e+27,51.0,47.6,0.4,1.0,7.1271e+29,6.9651e+29,9.2590e+27,6.9440e+27,2.1333e+28,0.0000e+00,97.7,1.3,1.0,3.3211e+28,0.0466
108,7.2098e+29,3.7094e+29,3.4006e+29,3.0360e+27,6.9470e+27,3.1831e+29,5.2630e+28,2.2743e+29,1.1263e+29,1.7810e+27,1.2550e+27,3.5220e+27,3.4250e+27,51.4,47.2,0.4,1.0,7.2109e+29,7.0508e+29,9.1470e+27,6.8600e+27,2.1110e+28,0.0000e+00,97.8,1.3,1.0,3.2961e+28,0.0457
109,7.3343e+29,3.8176e+29,3.4157e+29,3.0930e+27,7.0010e+27,3.2891e+29,5.2858e+28,2.3131e+29,1.1026e+29,1.7460e+27,1.3470e+27,3.5810e+27,3.4200e+27,52.1,46.6,0.4,1.0,7.3336e+29,7.1734e+29,9.3860e+27,6.6370e+27,2.1073e+28,0.0000e+00,97.8,1.3,0.9,3.2766e+28,0.0447
110,7.3888e+29,3.8773e+29,3.4115e+29,3.0610e+27,6.9370e+27,3.3540e+29,5.2332e+28,2.3366e+29,1.0749e+29,1.8170e+27,1.2440e+27,3.4830e+27,3.4540e+27,52.5,46.2,0.4,0.9,7.3857e+29,7.2237e+29,9.6190e+27,6.5820e+27,2.0761e+28,0.0000e+00,97.8,1.3,0.9,3.2713e+28,0.0443
